actual,predicted
-0.6963216607603483,-0.6940307201834218
-0.6694523392351988,-0.6803415249238653
-0.7472319541764215,-0.7543311400418266
-0.7627878771646671,-0.7787397804151017
-0.7528886534448751,-0.7701698923367947
-0.6256129199046908,-0.6348899632719455
-0.7048067096630275,-0.7128675174339711
-0.7246051571026116,-0.7242657947433995
-0.6425833005450119,-0.6365494106837726
-0.666623989600973,-0.6499368002961279
-0.6694523392351988,-0.6654149281135084
-0.6963216607603483,-0.7167706568993011
-0.6680384472530496,-0.6574522761424975
-0.6736948636865383,-0.6789250624432891
-0.7189484578341592,-0.7094452822569483
-0.5747029093235811,-0.5072411669401782
-0.438941844045755,-0.41856367055850585
-0.37247591047640083,-0.36885697849935073
-0.34277795648206083,-0.3420260892009372
-0.33146484078011956,-0.31320245733335456
-0.3088380437063087,-0.2962838594373405
-0.2961104703522908,-0.2821626895082303
-0.2876251386146479,-0.2799159079309625
-0.26782669117506475,-0.2659410747385094
-0.25368522583889574,-0.24433182343358076
-0.2367148451985746,-0.23888150841427108
-0.2169163977589904,-0.22665232725648718
-0.21550250577684127,-0.223625997104899
-0.21125998132550167,-0.21770326487929104
-0.19711795031940724,-0.21314559735229022
-0.1900473590688046,-0.18820719996269936
-0.18297648498323826,-0.18851741187548499
-0.17449115324559633,-0.177065751366719
-0.1348945412013917,-0.13577805318944616
-0.13206619156716495,-0.1352720816052999
-0.13348008354931512,-0.13586025154645984
-0.13206619156716495,-0.13579561519444877
-0.13206619156716495,-0.13579561519444877
-0.13206619156716495,-0.1352720816052999
-0.13065173391508836,-0.13370004556398046
-0.1348945412013917,-0.13577805318944616
-0.13206619156716495,-0.13579561519444877
-0.13206619156716495,-0.13579561519444877
-0.1348945412013917,-0.13647066109976716
-0.1348945412013917,-0.1352720816052999
-0.1348945412013917,-0.13577805318944616
-0.13348008354931512,-0.13586025154645984
-0.1348945412013917,-0.13647066109976716
-0.1348945412013917,-0.13579561519444877
-0.1348945412013917,-0.1358369524671362
-0.13772289083561842,-0.13653862308371592
-0.13348008354931512,-0.13481467128168906
-0.1348945412013917,-0.1358369524671362
-0.13348008354931512,-0.13586025154645984
-0.1348945412013917,-0.1358119390246015
-0.1348945412013917,-0.13644237194672568
-0.13348008354931512,-0.13572708287887544
-0.1348945412013917,-0.1357890581799766
-0.1348945412013917,-0.13579898062593554
-0.1348945412013917,-0.13579898062593554
-0.1348945412013917,-0.13579898062593554
-0.1348945412013917,-0.1358119390246015
-0.1348945412013917,-0.1358369524671362
-0.13348008354931512,-0.13571754455142834
-0.13348008354931512,-0.1358369524671362
-0.13348008354931512,-0.13481467128168906
-0.1348945412013917,-0.13579898062593554
-0.13772289083561842,-0.13653862308371592
-0.1348945412013917,-0.13579898062593554
-0.1348945412013917,-0.13579898062593554
-0.13348008354931512,-0.13481467128168906
-0.1348945412013917,-0.13579898062593554
-0.13348008354931512,-0.13481467128168906
-0.1348945412013917,-0.1363173897942614
-0.13348008354931512,-0.13551505614324366
-0.13348008354931512,-0.13551505614324366
-0.13348008354931512,-0.13551505614324366
-0.1348945412013917,-0.13551505614324366
-0.13630843318354186,-0.1363173897942614
-0.13772289083561842,-0.13635981786712442
-0.1348945412013917,-0.13547371887055623
-0.13772289083561842,-0.13631848059443696
-0.1348945412013917,-0.13551505614324366
-0.1348945412013917,-0.13547371887055623
-0.1348945412013917,-0.13547371887055623
-0.1348945412013917,-0.13547371887055623
-0.13772289083561842,-0.1364972858110285
-0.15045046418963626,-0.136717481916833
-0.15610688062312503,-0.14132501040759318
-0.1575213382752016,-0.14420143867136656
-0.15610688062312503,-0.14393840102404365
-0.1575213382752016,-0.1601933715658011
-0.15610688062312503,-0.14871946448227596
-0.16034968790942836,-0.1607110613275105
-0.1631780375436551,-0.165597600607218
-0.1631780375436551,-0.16295607526641692
-0.16883445397714386,-0.16215821162845184
-0.16883445397714386,-0.16215821162845184
-0.16883445397714386,-0.16215821162845184
-0.16883445397714386,-0.16165466041745596
-0.1631780375436551,-0.16077330714921306
-0.1631780375436551,-0.1589329907933813
-0.15893523025735176,-0.1581274843600029
-0.1575213382752016,-0.1581274843600029
-0.15610688062312503,-0.15714899492918075
-0.15045046418963626,-0.15534014620067949
-0.1391367828177676,-0.13561483076957792
-0.1348945412013917,-0.13571846604003973
-0.1348945412013917,-0.13571846604003973
-0.1348945412013917,-0.13577805318944616
-0.1348945412013917,-0.13577805318944616
-0.1348945412013917,-0.13577805318944616
-0.1348945412013917,-0.13577805318944616
-0.1348945412013917,-0.13574583370446988
-0.1348945412013917,-0.13579561519444877
-0.13206619156716495,-0.13454653032195496
-0.13206619156716495,-0.13547371887055623
-0.13206619156716495,-0.13575131442103516
-0.13206619156716495,-0.1344363724439695
-0.12216696784737287,-0.12846183883541534
-0.11650998574395767,-0.1205483713627384
-0.11226774412758077,-0.11582735024191275
-0.11226774412758077,-0.11653495697917629
-0.11792416056107054,-0.12101922757718465
-0.13206619156716495,-0.13152685875797218
-0.13206619156716495,-0.13208680876403073
-0.13206619156716495,-0.13208680876403073
-0.13206619156716495,-0.1344363724439695
-0.13206619156716495,-0.1344363724439695
-0.13206619156716495,-0.1344363724439695
-0.13206619156716495,-0.1344363724439695
-0.1292375590979755,-0.1330972814949609
-0.1292375590979755,-0.1330972814949609
-0.1292375590979755,-0.1330972814949609
-0.11792416056107054,-0.12303043984318783
-0.11650998574395767,-0.12283144775821303
-0.12358085982952302,-0.12842229460861224
-0.12216696784737287,-0.1276944807511061
-0.12216696784737287,-0.1276944807511061
-0.12075251019529627,-0.12465685761643225
-0.11792416056107054,-0.12218413813437323
-0.11509609376180752,-0.12031097737429405
-0.11509609376180752,-0.12031097737429405
-0.11509609376180752,-0.1190774204524233
-0.11509609376180752,-0.11653495697917629
-0.11226774412758077,-0.11653495697917629
-0.11226774412758077,-0.11762888773864921
-0.10943939449335503,-0.11735984080776576
-0.10943939449335503,-0.11326361762784108
-0.10943939449335503,-0.1114113870058036
-0.10378241238993885,-0.10413611157665645
-0.10378241238993885,-0.10413611157665645
-0.10378241238993885,-0.10413611157665645
-0.10378241238993885,-0.10260500075276066
-0.1009540627557131,-0.10260500075276066
-0.09954017077356295,-0.10260500075276066
-0.09812571312148637,-0.09944245697073416
-0.09671182113933621,-0.09465637607409644
-0.09671182113933621,-0.09590758822554526
-0.09812571312148637,-0.09944245697073416
-0.1009540627557131,-0.10260500075276066
-0.10378241238993885,-0.10260500075276066
-0.10378241238993885,-0.10260500075276066
-0.10378241238993885,-0.10260500075276066
-0.09671182113933621,-0.09465637607409644
-0.1009540627557131,-0.10260500075276066
-0.10378241238993885,-0.10260500075276066
-0.10943939449335503,-0.11031537892975304
-0.11226774412758077,-0.11126870963760473
-0.11226774412758077,-0.11126870963760473
-0.10802493684127845,-0.11031537892975304
-0.11226774412758077,-0.11126870963760473
-0.11368163610973094,-0.11228756195343893
-0.11226774412758077,-0.11126870963760473
-0.10943939449335503,-0.11031537892975304
-0.10378241238993885,-0.10260500075276066
-0.10943939449335503,-0.10886475755659085
-0.11226774412758077,-0.11126870963760473
-0.10943939449335503,-0.11031537892975304
-0.10943939449335503,-0.11031537892975304
-0.10378241238993885,-0.10260500075276066
-0.1009540627557131,-0.10260500075276066
-0.09812571312148637,-0.09590758822554526
-0.09388318867014675,-0.09400534879066762
-0.09812571312148637,-0.09590758822554526
-0.10378241238993885,-0.10260500075276066
-0.1023685204077897,-0.10413611157665645
-0.11226774412758077,-0.11326361762784108
-0.11509609376180752,-0.11762888773864921
-0.12782366711582635,-0.1252721272628798
-0.13065173391508836,-0.12990621621192847
-0.12216696784737287,-0.12149019597191511
-0.1292375590979755,-0.1254711193478546
-0.12640920946374976,-0.1252721272628798
-0.12358085982952302,-0.12421438167115163
-0.11792416056107054,-0.12101922757718465
-0.11509609376180752,-0.1190774204524233
-0.12358085982952302,-0.12421438167115163
-0.1292375590979755,-0.13020510380418077
-0.12782366711582635,-0.12714990850203062
-0.12216696784737287,-0.12421438167115163
-0.12782366711582635,-0.12714990850203062
-0.13206619156716495,-0.13134278285658108
-0.12216696784737287,-0.12421438167115163
-0.12216696784737287,-0.12406803541680819
-0.12216696784737287,-0.12406803541680819
-0.12358085982952302,-0.12421438167115163
-0.11792416056107054,-0.12101922757718465
-0.12216696784737287,-0.12421438167115163
-0.11650998574395767,-0.12101922757718465
-0.11226774412758077,-0.11762888773864921
-0.10943939449335503,-0.11735984080776576
-0.11226774412758077,-0.11724966143763961
-0.11509609376180752,-0.11762888773864921
-0.11226774412758077,-0.11724966143763961
-0.11226774412758077,-0.11724966143763961
-0.11226774412758077,-0.11724966143763961
-0.11226774412758077,-0.11724966143763961
-0.11085328647550419,-0.11735984080776576
-0.1023685204077897,-0.10971933438224812
-0.09954017077356295,-0.10260500075276066
-0.09671182113933621,-0.09590758822554526
-0.09812571312148637,-0.09944245697073416
-0.09671182113933621,-0.09590758822554526
-0.09529736348725962,-0.09590758822554526
-0.0924692966879976,-0.09400534879066762
-0.0924692966879976,-0.09465637607409644
-0.0924692966879976,-0.09340258535521276
-0.0924692966879976,-0.09400534879066762
-0.0924692966879976,-0.09340258535521276
-0.0924692966879976,-0.09400534879066762
-0.09105483903592101,-0.0927393034292445
-0.09105483903592101,-0.09340258535521276
-0.09105483903592101,-0.09297950368175772
-0.0924692966879976,-0.09340258535521276
-0.09529736348725962,-0.09340258535521276
-0.09812571312148637,-0.09590758822554526
-0.1009540627557131,-0.10260500075276066
-0.10378241238993885,-0.10260500075276066
-0.09671182113933621,-0.09465637607409644
-0.09529736348725962,-0.09400534879066762
-0.09529736348725962,-0.09400534879066762
-0.0924692966879976,-0.09340258535521276
-0.09105483903592101,-0.0927393034292445
-0.0924692966879976,-0.09340258535521276
-0.0924692966879976,-0.09242922514254076
-0.08681259741954411,-0.0880447390341752
-0.08398424778531838,-0.08606963617921683
-0.08539813976746753,-0.08564376477862133
-0.08398424778531838,-0.08477644884905594
-0.08681259741954411,-0.0856582856785272
-0.08964094705377086,-0.09229166513547572
-0.0924692966879976,-0.0932397195219234
-0.0924692966879976,-0.09340258535521276
-0.0924692966879976,-0.09340258535521276
-0.09529736348725962,-0.09400534879066762
-0.09954017077356295,-0.09465637607409644
-0.09812571312148637,-0.09400534879066762
-0.09812571312148637,-0.09590758822554526
-0.1009540627557131,-0.09735813862949953
-0.09812571312148637,-0.09465637607409644
-0.0924692966879976,-0.09242922514254076
-0.0924692966879976,-0.09242922514254076
-0.08964094705377086,-0.09010415036369426
-0.08964094705377086,-0.09033500270768162
-0.08681259741954411,-0.08669960745769856
-0.08681259741954411,-0.0856582856785272
-0.08681259741954411,-0.08584657220729142
-0.08681259741954411,-0.0856582856785272
-0.08681259741954411,-0.0856582856785272
-0.0825697901332418,-0.08418796394764634
-0.0825697901332418,-0.08189228075168974
-0.08681259741954411,-0.0856582856785272
-0.09529736348725962,-0.0932397195219234
-0.11226774412758077,-0.1112981207586994
-0.12075251019529627,-0.11762888773864921
-0.13206619156716495,-0.13134278285658108
-0.13206619156716495,-0.13152685875797218
-0.13206619156716495,-0.13208680876403073
-0.13206619156716495,-0.1344363724439695
-0.13206619156716495,-0.13575131442103516
-0.13206619156716495,-0.13547371887055623
-0.13348008354931512,-0.13547371887055623
-0.13206619156716495,-0.13547371887055623
-0.13348008354931512,-0.1347733340090016
-0.1348945412013917,-0.13577060175191405
-0.13630843318354186,-0.13577805318944616
-0.19711795031940724,-0.2116128285299958
-0.22540172949663337,-0.2382688240123411
-0.2565135754731225,-0.2644031859477806
-0.2763120229127067,-0.280258181624413
-0.28196872218115915,-0.2844139151524405
-0.2777259148948568,-0.2816043626030976
-0.26782669117506475,-0.28065760515451993
-0.26782669117506475,-0.27730457854767715
-0.28479678898042216,-0.2865712162286465
-0.2932818378831014,-0.29449295356669464
-0.28621124663249875,-0.29231010766453525
-0.27206921562640335,-0.2810202422385681
-0.27206921562640335,-0.27423079403816214
-0.2763120229127067,-0.280258181624413
-0.26782669117506475,-0.2724669972770276
-0.26782669117506475,-0.2690135985273979
-0.26782669117506475,-0.2690135985273979
-0.2763120229127067,-0.2711208284415328
-0.2565135754731225,-0.2661746623307829
-0.2169163977589904,-0.23043053365712132
-0.14620765690333293,-0.14505746341735187
-0.12216696784737287,-0.13583869629520134
-0.09388318867014675,-0.10239695044869719
-0.0684280419621101,-0.07708812838375259
-0.07125667443129956,-0.07324248481472483
-0.07125667443129956,-0.07324248481472483
-0.07125667443129956,-0.07324248481472483
-0.07125667443129956,-0.07324248481472483
-0.07125667443129956,-0.07324248481472483
-0.06559969232788436,-0.07401300797231021
-0.061357450711507465,-0.07401300797231021
-0.061357450711507465,-0.07401300797231021
-0.055700468608092274,-0.06118476384111991
-0.05287211897386553,-0.05649824717238932
-0.047215419705413056,-0.04906226366264035
-0.04297289525407345,-0.04361991567530641
-0.026003080283678717,-0.034077406700872954
-0.03731619598562097,-0.040430188519724346
-0.04580124488830019,-0.04906226366264035
-0.05004376933963879,-0.055833661649525655
-0.055700468608092274,-0.06321091792700984
-0.055700468608092274,-0.05678851229419278
-0.05852881824231801,-0.06756964614681854
-0.07125667443129956,-0.07817628649664597
-0.07549891604767545,-0.07996486056892019
-0.0783272656819022,-0.08356604363863146
-0.08115561531612893,-0.09156719403336647
-0.08681259741954411,-0.09283323939478957
-0.08681259741954411,-0.09190051213748189
-0.0783272656819022,-0.08394999021591128
-0.08681259741954411,-0.09121267359119989
-0.09529736348725962,-0.09342677333907065
-0.0924692966879976,-0.09185064969094384
-0.08822648940169428,-0.08758220324493805
-0.08681259741954411,-0.08507971022693024
-0.08115561531612893,-0.08294658882638306
-0.08115561531612893,-0.07789462421146466
-0.0783272656819022,-0.07446246266211373
-0.0783272656819022,-0.07446246266211373
-0.07549891604767545,-0.07379787713925007
-0.07125667443129956,-0.07129016028484866
-0.07125667443129956,-0.07129016028484866
-0.06984249961418668,-0.07426456554345445
-0.0684280419621101,-0.07426456554345445
-0.06984249961418668,-0.07433502433713314
-0.06984249961418668,-0.07433502433713314
-0.06701414997996094,-0.07025865929369401
-0.06984249961418668,-0.07433502433713314
-0.07125667443129956,-0.07433502433713314
-0.06984249961418668,-0.07433502433713314
-0.06984249961418668,-0.07426456554345445
-0.06984249961418668,-0.07426456554345445
-0.06984249961418668,-0.07426456554345445
-0.06984249961418668,-0.07426456554345445
-0.06984249961418668,-0.07426456554345445
-0.07125667443129956,-0.07447284690512156
-0.07125667443129956,-0.07447284690512156
-0.07125667443129956,-0.07447284690512156
-0.07267056641344971,-0.07447284690512156
-0.07125667443129956,-0.07447284690512156
-0.07125667443129956,-0.07447284690512156
-0.06984249961418668,-0.07426456554345445
-0.07267056641344971,-0.07447284690512156
-0.07267056641344971,-0.07447284690512156
-0.07125667443129956,-0.07447284690512156
